"eid","code","name","countrycode","statecode","metrocode","citycode","phoneprefix","type","lat","lon"
"ap/MZT","MZT","Buelina Arpt","MX","","","MZT","",2,23.16,-106.27
"ap/MZV","MZV","Mulu Arpt","MY","","","MZV","QHF",3,4.03,114.8
"ap/NAA","NAA","Narrabri Arpt","AU","NS","","NAA","QHF",2,-30.33,149.78
"ap/NAC","NAC","Naracoorte Arpt","AU","SA","","NAC","QHF",9,-36.96,140.58
"ap/NAG","NAG","Sonegaon Arpt","IN","","","NAG","",2,21.08,79.05
"ap/NAK","NAK","Nakhon Ratchasima Arpt","TH","","","NAK","QHF",2,14.94,102.31
"ap/NAL","NAL","Nalchik Arpt","RU","","","NAL","",9,43.53,43.7
"ap/NAM","NAM","Namlea Arpt","ID","","","NAM","QHF",9,-3.3,127.1
"ap/NAN","NAN","Nadi Intl","FJ","","","NAN","",2,-17.75,177.45
"ap/NAP","NAP","Capodichino Arpt","IT","","","NAP","",2,40.88,14.28
"ap/NAR","NAR","Nare Arpt","CO","","","NAR","QHF",9,6.2,-74.61
"ap/NAS","NAS","Nassau Intl","BS","","","NAS","",2,25.04,-77.46
"ap/NAT","NAT","Augusto Severo Intl Arpt","BR","","","NAT","",2,-5.9,-35.24
"ap/NAV","NAV","Nevsehir Arpt","TR","","","NAV","",9,38.77,34.53
"ap/NAW","NAW","Narathiwat Arpt","TH","","","NAW","",2,6.41,101.8
"ap/NAY","NAY","Nanyuan Arpt","CN","","","BJS","QHF",3,39.88,116.28
"ap/NBC","NBC","Nijnekamsk Arpt","RU","","","NBC","",9,55.56,52.1
"ap/NBO","NBO","Jomo Kenyatta Intl","KE","","","NBO","",2,-1.31,36.93
"ap/NCA","NCA","North Caicos Municipal Arpt","TC","","","NCA","",2,21.88,-71.95
"ap/NCE","NCE","Cote D Azur Arpt","FR","","","NCE","",2,43.66,7.21
"ap/NCL","NCL","Newcastle Arpt","GB","","","NCL","",2,55.03,-1.69
"ap/NCS","NCS","Newcastle Intl Arpt","ZA","","","NCS","",9,-27.75,30
"ap/NCY","NCY","Annecy Meythet Arpt","FR","","","NCY","",2,45.9,6.11
"ap/NDB","NDB","Nouadhibou Arpt","MR","","","NDB","",2,20.93,-17.02
"ap/NDG","NDG","Qiqihar Arpt","CN","","","NDG","",2,47.38,124
"ap/NDJ","NDJ","N Djamena Arpt","TD","","","NDJ","",2,12.13,15.03
"ap/NDK","NDK","Namdrik Arpt","MH","","","NDK","QHF",2,5.63,168.11
"ap/NDR","NDR","Nador Arpt","MA","","","NDR","",2,35.2,-2.91
"ap/NDV","NDV","USN Heliport","US","DC","","NDV","QHF",8,38.85,-77.01
"ap/NDY","NDY","Sanday Arpt","GB","","","NDY","QHF",2,59.25,-2.57
"ap/NEG","NEG","Negril Arpt","JM","","","NEG","",2,18.26,-78.35
"ap/NEV","NEV","Nevis Airport","KN","","","NEV","",2,17.16,-62.58
"ap/NEW","NEW","New Lakefront Arpt","US","LA","","MSY","",9,30.03,-90.02
"ap/NFG","NFG","Nefteyugansk Arpt","RU","","","NFG","QHF",9,61.08,72.7
"ap/NGA","NGA","Young Arpt","AU","NS","","NGA","QHF",9,-34.25,148.25
"ap/NGB","NGB","Ningbo Arpt","CN","","","NGB","",2,29.83,121.53
"ap/NGE","NGE","N Gaoundere Arpt","CM","","","NGE","",2,7.35,13.55
"ap/NGO","NGO","Nagoya Chubu Centrair Intl Arpt","JP","","","NGO","QHF",2,34.85,136.8
"ap/NGS","NGS","Nagasaki Airport","JP","","","NGS","",2,32.92,129.91
"ap/NHA","NHA","Nha Trang Arpt","VN","","","NHA","",2,12.23,109.18
"ap/NHZ","NHZ","Naval Air Station","US","ME","","NHZ","",9,44,-70
"ap/NIM","NIM","Niamey Airport","NE","","","NIM","QHF",2,13.48,2.17
"ap/NIP","NIP","Jacksonville Nas","US","FL","","JAX","",9,30.22,-81.68
"ap/NJC","NJC","Nizhnevartovsk Arpt","RU","","","NJC","",2,60.95,76.48
"ap/NKC","NKC","Nouakchott Arpt","MR","","","NKC","",2,18.08,-15.95
"ap/NKG","NKG","Nanjing Airport","CN","","","NKG","",2,32.08,118.8
"ap/NKM","NKM","Nagoya Komaki Arpt","JP","","","NGO","QHF",3,35.25,136.92
"ap/NLA","NLA","Ndola Arpt","ZM","","","NLA","QHF",2,-12.99,28.66
"ap/NLC","NLC","Nas Reeves Field","US","CA","","NLC","QHF",9,36.33,-119.95
"ap/NLD","NLD","Quetzalcoatl Intl","MX","","","NLD","",2,27.5,-99.51
"ap/NLK","NLK","Norfolk Island Intl Arpt","NF","","","NLK","QHF",2,-29.04,167.93
"ap/NLP","NLP","Nelspruit Airport","ZA","","","NLP","QHF",9,-25.5,30.91
"ap/NNG","NNG","Nanning Airport","CN","","","NNG","",2,22.63,108.15
"ap/NNR","NNR","Connemara Arpt","IE","","","NNR","",9,53.25,-9.3
"ap/NNT","NNT","Nan Arpt","TH","","","NNT","QHF",2,18.8,100.78
"ap/NOA","NOA","Nowra Arpt","AU","NS","","NOA","QHF",9,-34.94,150.53
"ap/NOC","NOC","Knock International","IE","","","NOC","",2,53.9,-8.8
"ap/NOG","NOG","Nogales Arpt","MX","","","NOG","QHF",9,31.22,-110.97
"ap/NOJ","NOJ","Nojabrxsk Arpt","RU","","","NOJ","QHF",2,63.5,75
"ap/NOS","NOS","Fascene Arpt","MG","","","NOS","QHF",2,-13.31,48.31
"ap/NOU","NOU","Tontouta Arpt","NC","","","NOU","",2,-22.01,166.21
"ap/NPE","NPE","Hawkes Bay Arpt","NZ","","","NPE","",2,-39.46,176.86
"ap/NPL","NPL","New Plymouth Arpt","NZ","","","NPL","",2,-39.01,174.18
"ap/NPT","NPT","Newport State Arpt","US","RI","","NPT","",9,41.53,-71.28
"ap/NQA","NQA","Memphis Naval Air Station","US","TN","","MEM","QHF",9,35.11,-90
"ap/NQI","NQI","Naval Air Station Arpt","US","TX","","NQI","QHF",9,27.5,-97.88
"ap/NQN","NQN","Neuquen Airport","AR","","","NQN","",2,-38.95,-68.15
"ap/NQT","NQT","Nottingham Arpt","GB","","","XNM","",9,52.91,-1.08
"ap/NQY","NQY","Newquay Civil Arpt","GB","","","NQY","",2,50.43,-4.99
"ap/NRA","NRA","Narrandera Arpt","AU","NS","","NRA","QHF",2,-34.7,146.51
"ap/NRK","NRK","Kungsangen Arpt","SE","","","NRK","",2,58.58,16.24
"ap/NRL","NRL","North Ronaldsay Arpt","GB","","","NRL","QHF",2,59.37,-2.43
"ap/NRN","NRN","Niederrhein Arpt","DE","","","DUS","QHF",2,51.6,6.15
"ap/NRT","NRT","Narita","JP","","TYO","TYO","",2,35.75,140.39
"ap/NSA","NSA","Noosa Airport","AU","QL","","NSA","QHF",9,-26.42,153.06
"ap/NSB","NSB","North Seaplane Base","BS","","","BIM","QHF",2,25.69,-79.26
"ap/NSE","NSE","Whiting Field Nas","US","FL","","NSE","",9,30.61,-87.03
"ap/NSI","NSI","Nsimalen Arpt","CM","","","YAO","",2,3.72,11.55
"ap/NSM","NSM","Norseman Arpt","AU","WA","","NSM","QHF",9,-32.2,121.75
"ap/NSN","NSN","Nelson Arpt","NZ","","","NSN","",2,-41.28,173.28
"ap/NSO","NSO","Scone Airport","AU","NS","","NSO","QHF",9,-32.05,150.86
"ap/NST","NST","Nakhon Si Thammarat Arpt","TH","","","NST","",2,8.46,99.95
"ap/NTB","NTB","Notodden Arpt","NO","","","NTB","",9,59.58,9.13
"ap/NTE","NTE","Nantes Atlantique","FR","","","NTE","",2,47.15,-1.61
"ap/NTG","NTG","Nantong Arpt","CN","","","NTG","QHF",3,32.06,120.96
"ap/NTL","NTL","Williamtown Arpt","AU","NS","","NTL","QHF",2,-32.79,151.83
"ap/NTN","NTN","Normanton Arpt","AU","QL","","NTN","QHF",3,-17.68,141.06
"ap/NTO","NTO","Santo Antao Arpt","CV","","","NTO","",2,17.05,-25.16
"ap/NTR","NTR","Aeropuerto Del Norte","MX","","","MTY","QHF",2,25.66,-100.31
"ap/NTY","NTY","Pilansberg Arpt","ZA","","","NTY","",2,-25.33,27.17
"ap/NUE","NUE","Nuremberg Arpt","DE","","","NUE","",2,49.49,11.08
"ap/NUL","NUL","Nulato Arpt","US","AK","","NUL","QHF",2,64.72,-158.07
"ap/NUQ","NUQ","Moffett Field","US","CA","","NUQ","",9,37.38,-122.66
"ap/NUR","NUR","Nullarbor Arpt","AU","NT","","NUR","QHF",9,-30.41,130.85
"ap/NVK","NVK","Framnes Arpt","NO","","","NVK","",2,68.43,17.41
"ap/NVS","NVS","Nevers Arpt","FR","","","NVS","QHF",9,47,3.11
"ap/NVT","NVT","Navegantes Arpt","BR","","","NVT","QHF",2,-26.87,-48.65
"ap/NWI","NWI","Norwich Airport","GB","","","NWI","",2,52.67,1.28
"ap/NYE","NYE","Nyeri Arpt","KE","","","NYE","",9,-0.5,36.98
"ap/NYK","NYK","Nanyuki Arpt","KE","","","NYK","",2,-0.06,37.03
"ap/NYN","NYN","Nyngan Arpt","AU","NS","","NYN","QHF",9,-31.55,147.18
"ap/NYO","NYO","Skavsta Airport","SE","","","STO","",2,58.78,16.9
"ap/NYU","NYU","Nyaung U Arpt","MM","","","NYU","QHF",2,21.18,94.93
"ap/NZC","NZC","Cecil Field Nas","US","FL","","JAX","",9,30.26,-81.82
"ap/OAG","OAG","Springhill Arpt","AU","NS","","OAG","QHF",2,-33.28,149.1
"ap/OAJ","OAJ","Albert J Ellis","US","NC","","OAJ","",2,34.82,-77.61
"ap/OAK","OAK","Metro Oakland Intl Arpt","US","CA","QBA","OAK","",2,37.71,-122.21
"ap/OAL","OAL","Cacoal Arpt","BR","","","OAL","",9,-11.43,-61.48
"ap/OAM","OAM","Oamaru Airport","NZ","","","OAM","",9,-48.96,171.08
"ap/OAX","OAX","Xoxocotlan Arpt","MX","","","OAX","",2,16.97,-96.73
"ap/OBE","OBE","Okeechobee County Arpt","US","FL","","OBE","",9,27.25,-80.84
"ap/OBO","OBO","Obihiro Arpt","JP","","","OBO","QHF",2,42.89,143.16
"ap/OCA","OCA","Ocean Reef Arpt","US","FL","","OCA","",9,25.36,-80.26
"ap/OCE","OCE","Ocean City Airport","US","MD","","OCE","",9,38.31,-75.12
"ap/OCF","OCF","Taylor Field Arpt","US","FL","","OCF","",9,29.16,-82.21
"ap/OCJ","OCJ","Boscobel Arpt","JM","","","OCJ","",2,18.37,-76.94
"ap/OCN","OCN","Oceanside Municipal Arpt","US","CA","","OCN","",9,33.21,-117.35
"ap/ODB","ODB","Cordoba Airport","ES","","","ODB","",9,37.86,-4.84
"ap/ODE","ODE","Odense Airport","DK","","","ODE","",9,55.46,10.31
"ap/ODN","ODN","Long Seridan Arpt","MY","","","ODN","QHF",3,4.03,115.06
"ap/ODS","ODS","Central Arpt","UA","","","ODS","",2,46.38,30.76
"ap/ODW","ODW","Oak Harbour Municipal","US","WA","","ODW","",2,48.28,-122.61
"ap/OEA","OEA","Oneal Arpt","US","IN","","OEA","",9,38.69,-87.55
"ap/OER","OER","Ornskoldsvik Arpt","SE","","","OER","",2,63.4,18.99
"ap/OFK","OFK","Karl Stefan Fld","US","NE","","OFK","",2,41.98,-97.43
"ap/OGA","OGA","Searle Field","US","NE","","OGA","",9,41.11,-101.76
"ap/OGB","OGB","Orangeburg Municpal","US","SC","","CAE","",9,33.46,-80.85
"ap/OGD","OGD","Ogden Municipal","US","UT","","OGD","",9,41.19,-112.01
"ap/OGG","OGG","Kahului Airport","US","HI","QKA","OGG","",2,20.89,-156.43
"ap/OGS","OGS","Ogdensburg Municipal","US","NY","","OGS","",2,44.68,-75.46
"ap/OHD","OHD","Ohrid Arpt","MK","","","OHD","",2,41.18,20.75
"ap/OIA","OIA","Ourilandia Arpt","BR","","","OIA","",9,-6.77,-51.05
"ap/OIM","OIM","Oshima Arpt","JP","","","OIM","",2,34.78,139.36
"ap/OIT","OIT","Oita Arpt","JP","","","OIT","QHF",2,33.47,131.73
"ap/OJC","OJC","Johnson Executive Arpt","US","KS","","KCK","",9,38.84,-94.74
"ap/OKA","OKA","Naha Field","JP","","","OKA","",2,26.1,127.66
"ap/OKC","OKC","Will Rogers World Arpt","US","OK","","OKC","",2,35.4,-97.59
"ap/OKD","OKD","Okadama Arpt","JP","","SPK","SPK","",2,42.95,141.52
"ap/OKE","OKE","Okino Erabu Arpt","JP","","","OKE","",2,27.43,128.61
"ap/OKJ","OKJ","Okayama Arpt","JP","","","OKJ","QHF",2,34.58,133.93
"ap/OKK","OKK","Kokomo Municipal","US","IN","","OKK","",9,40.53,-86.05
"ap/OLB","OLB","Costa Smeralda Arpt","IT","","","OLB","",2,40.89,9.52
"ap/OLK","OLK","Fuerte Olimpo Arpt","PY","","","OLK","QHF",2,-21.04,-57.86
"ap/OLM","OLM","Olympia Arpt","US","WA","","OLM","",2,46.96,-122.9
"ap/OLP","OLP","Olympic Dam Arpt","AU","SA","","OLP","QHF",2,-30.7,135.01
"ap/OLS","OLS","International Arpt","US","AZ","","OLS","",9,31.41,-110.93
"ap/OLU","OLU","Columbus Arpt","US","NE","","OLU","",9,41.44,-97.34
"ap/OMA","OMA","Eppley Airfield","US","NE","","OMA","",2,41.3,-95.9
"ap/OMD","OMD","Oranjemund Arpt","NA","","","OMD","QHF",2,-28.58,16.45
"ap/OME","OME","Nome Arpt","US","AK","","OME","",2,64.51,-165.44
"ap/OMO","OMO","Mostar Arpt","BA","","","OMO","QHF",2,43.28,17.85
"ap/OMR","OMR","Oradea Arpt","RO","","","OMR","QHF",2,47.02,21.9
"ap/OMS","OMS","Omsk Arpt","RU","","","OMS","",2,54.96,73.3
"ap/ONG","ONG","Mornington Arpt","AU","","","ONG","QHF",3,-16.66,139.16
"ap/ONH","ONH","Oneonta Municpal","US","NY","","ONH","",9,42.51,-75.05
"ap/ONJ","ONJ","Odate Noshiro Arpt","JP","","","ONJ","QHF",2,40.18,140.37
"ap/ONP","ONP","Newport Municipal Arpt","US","OR","","ONP","",9,44.57,-124.05
"ap/ONT","ONT","Ontario Intl","US","CA","QLA","ONT","",2,34.05,-117.6
"ap/OOL","OOL","Gold Coast Arpt","AU","QL","","OOL","QHF",2,-28.16,153.48
"ap/OOM","OOM","Cooma Airport","AU","NS","","OOM","QHF",2,-36.23,149.13
"ap/OPA","OPA","Kopasker Arpt","IS","","","OPA","",9,66.41,-16.48
"ap/OPF","OPF","Opa Locka Arpt","US","FL","","MIA","",9,25.9,-80.27
"ap/OPO","OPO","Porto Airport","PT","","","OPO","",2,41.23,-8.67
"ap/ORB","ORB","Orebro Bofors Arpt","SE","","","ORB","",2,59.22,15.04
"ap/ORD","ORD","Chicago - O'Hare airport","US","IL","CHI","CHI","",2,41.97,-87.9
"ap/ORF","ORF","Norfolk Intl Arpt","US","VA","","ORF","",2,36.89,-76.2
"ap/ORG","ORG","Zorg En Hoop Arpt","SR","","","PBM","",9,5.45,-55.18
"ap/ORH","ORH","Worcester Arpt","US","MA","","ORH","",2,42.26,-71.87
"ap/ORK","ORK","Cork International Arpt","IE","","","ORK","",2,51.84,-8.49
"ap/ORL","ORL","Herndon Arpt","US","FL","","ORL","",9,28.54,-81.33
"ap/ORM","ORM","Northampton Rail Station","GB","","","ORM","",6,52.24,-0.89
"ap/ORN","ORN","Es Senia","DZ","","","ORN","",2,35.61,-0.61
"ap/ORQ","ORQ","Norwalk Heliport","US","CT","","ORQ","",8,41.11,-73.45
"ap/ORS","ORS","Waterport Arpt","AU","QL","","ORS","QHF",9,-18.63,146.48
"ap/ORY","ORY","Orly Arpt","FR","","PAR","PAR","",2,48.72,2.37
"ap/OSD","OSD","Froesoe Airport","SE","","","OSD","",2,63.12,14.8
"ap/OSH","OSH","Wittman Field","US","WI","","OSH","",2,43.99,-88.55
"ap/OSK","OSK","Oskarshamn","SE","","","OSK","",2,57.26,16.43
"ap/OSL","OSL","Oslo Arpt","NO","","","OSL","",2,60.19,11.09
"ap/OSR","OSR","Mosnov Arpt","CZ","","","OSR","",2,49.7,18.13
"ap/OST","OST","Ostend Airport","BE","","","OST","",2,51.2,2.86
"ap/OSU","OSU","Ohio State Univ Arpt","US","OH","","CMH","",9,40.08,-83.07
"ap/OSY","OSY","Namsos Arpt","NO","","","OSY","QHF",2,64.47,11.57
"ap/OTG","OTG","Worthington Arpt","US","MN","","OTG","",9,43.65,-95.56
"ap/OTH","OTH","North Bend Municipal","US","OR","","OTH","",2,43.41,-124.24
"ap/OTM","OTM","Industrial Arpt","US","IA","","OTM","",9,41.1,-92.44
"ap/OTP","OTP","Otopeni International","RO","","BUH","BUH","",2,44.5,26.08
"ap/OTS","OTS","Ancortes Arpt","US","WA","","OTS","",2,48.49,-122.66
"ap/OTZ","OTZ","Ralph Wien Memorial","US","AK","","OTZ","",2,66.88,-162.59
"ap/OUA","OUA","Ouagadougou Arpt","BF","","","OUA","",2,12.35,-1.51
"ap/OUD","OUD","Les Angades Arpt","MA","","","OUD","",2,34.78,-1.93
"ap/OUH","OUH","Oudtshoorn Arpt","ZA","","","OUH","",9,-33.36,22.18
"ap/OUL","OUL","Oulu Airport","FI","","","OUL","",2,64.93,25.35
"ap/OUZ","OUZ","Zouerate Arpt","MR","","","OUZ","QHF",2,20.53,-12.75
"ap/OVB","OVB","Tolmachevo Arpt","RU","","","OVB","",2,55.03,83
"ap/OVD","OVD","Asturias Airport","ES","","","OVD","",2,43.56,-6.04
"ap/OWA","OWA","Owatonna Arpt","US","MN","","OWA","",9,44.11,-93.25
"ap/OWB","OWB","Daviess County Arpt","US","KY","","OWB","",2,37.74,-87.16
"ap/OWD","OWD","Norwood Ma Arpt","US","MA","","OWD","",9,42.18,-71.16
"ap/OXB","OXB","Airport Osvaldo Viera","GW","","","OXB","",2,11.88,-15.65
"ap/OXF","OXF","Kidlington Arpt","GB","","","OXF","",2,51.83,-1.31
"ap/OXR","OXR","Oxnard Ventura Arpt","US","CA","","OXR","",2,34.19,-119.19
"ap/OYO","OYO","Tres Arroyos Arpt","AR","","","OYO","QHF",9,-38.38,-60.32
"ap/OZH","OZH","Zaporozhye Arpt","UA","","","OZH","QHF",2,47.86,35.31
"ap/OZZ","OZZ","Ourzazate","MA","","","OZZ","",2,30.95,-6.91
"ap/PAC","PAC","Paitilla Arpt","PA","","PTY","PTY","",2,9.04,-79.37
"ap/PAD","PAD","Paderborn Airport","DE","","","PAD","",2,51.71,8.75
"ap/PAE","PAE","Snohomish Cty Arpt","US","WA","","PAE","",9,47.9,-122.26
"ap/PAH","PAH","Barkley Regional","US","KY","","PAH","",2,37.05,-88.76
"ap/PAO","PAO","Palo Alto Arpt","US","CA","","PAO","",9,37.45,-122.1
"ap/PAP","PAP","Mais Gate Arpt","HT","","","PAP","",2,18.57,-72.29
"ap/PAS","PAS","Paros Community Arpt","GR","","","PAS","",2,37,25.12
"ap/PAT","PAT","Patna Arpt","IN","","","PAT","QHF",2,25.59,85.09
"ap/PAZ","PAZ","Tajin Arpt","MX","","","PAZ","",2,20.6,-97.46
"ap/PBC","PBC","Huejostingo Arpt","MX","","","PBC","",2,19.14,-98.37
"ap/PBD","PBD","Porbandar Arpt","IN","","","PBD","",2,21.64,69.65
"ap/PBF","PBF","Pine Bluff Arpt","US","AR","","PBF","",9,34.18,-91.93
"ap/PBH","PBH","Paro Arpt","BT","","","PBH","",2,27.43,89.41
"ap/PBI","PBI","Palm Beach Intl Arpt","US","FL","QMI","PBI","",2,26.68,-80.08
"ap/PBM","PBM","Zanderij Intl Arpt","SR","","","PBM","",2,5.46,-55.2
"ap/PBO","PBO","Paraburdoo Arpt","AU","WA","","PBO","QHF",2,-23.16,117.75
"ap/PBR","PBR","Puerto Barrios Arpt","GT","","","PBR","",9,15.8,-88.5
"ap/PBZ","PBZ","Plettenberg Bay Arpt","ZA","","","PBZ","",2,-34.08,23.32
"ap/PCD","PCD","Prairie Du Chien Municipal Arpt","US","WI","","PCD","",9,43.01,-91.11
"ap/PCJ","PCJ","Puerto La Victoria Arpt","PY","","","PCJ","",9,-21.04,-57.86
"ap/PCL","PCL","Capitan Rolden Arpt","PE","","","PCL","",2,-8.41,-74.58
"ap/PCM","PCM","Playa Del Carmen Arpt","MX","","","PCM","",9,20.66,-87.05
"ap/PCN","PCN","Koromiko","NZ","","","PCN","",9,-41.35,174.03
"ap/PCT","PCT","Princeton Arpt","US","NJ","","PCT","QHF",9,40.39,-74.65
"ap/PDG","PDG","Tabing Arpt","ID","","","PDG","",2,-0.71,100.48
"ap/PDK","PDK","Dekalb Peachtree","US","GA","","ATL","",9,33.87,-84.3
"ap/PDL","PDL","Nordela Arpt","PT","","","PDL","",2,37.48,-25.7
"ap/PDP","PDP","Cap Curbelo Arpt","UY","","","PDP","",2,-34.86,-55.09
"ap/PDS","PDS","Piedras Negras Intl Arpt","MX","","","PDS","",2,28.37,-100.53
"ap/PDT","PDT","Pendleton Municipal","US","OR","","PDT","",2,45.68,-118.83
"ap/PDU","PDU","Paysandu Arpt","UY","","","PDU","QHF",9,-32.36,-58.06
"ap/PDV","PDV","Plovdiv Arpt","BG","","","PDV","QHF",9,42.06,24.85
"ap/PDX","PDX","Portland Intl Arpt","US","OR","","PDX","",2,45.58,-122.59
"ap/PED","PED","Pardubice Arpt","CZ","","","PED","",9,50,15.73
"ap/PEE","PEE","Perm Arpt","RU","","","PEE","",2,58.09,56.21
"ap/PEF","PEF","Peenemuende Arpt","DE","","","PEF","",9,54.15,13.76
"ap/PEG","PEG","Sant Egidio Arpt","IT","","","PEG","",2,43.09,12.5
"ap/PEI","PEI","Matecana Arpt","CO","","","PEI","",2,4.81,-75.74
"ap/PEJ","PEJ","Peschiei Arpt","IT","","","PEJ","",9,41.93,16
"ap/PEK","PEK","Beijing Capital Arpt","CN","","","BJS","",2,40,116.54
"ap/PEM","PEM","Puerto Maldonado Arpt","PE","","","PEM","",2,-12.58,-69.23
"ap/PEN","PEN","Penang Intl Arpt","MY","","","PEN","",2,5.29,100.27
"ap/PER","PER","Perth Arpt","AU","WA","","PER","QHF",2,-31.93,115.95
"ap/PES","PES","Petrozavodsk Arpt","RU","","","PES","",2,61.78,34.33
"ap/PET","PET","Pelotas Federal Arpt","BR","","","PET","",9,-31.71,-52.32
"ap/PEV","PEV","Pecs Arpt","HU","","","PEV","QHF",3,45.98,18.23
"ap/PEW","PEW","Peshawar Arpt","PK","","","PEW","",2,34.03,71.61
"ap/PEZ","PEZ","Penza Arpt","RU","","","PEZ","",9,53.21,45
"ap/PFB","PFB","Passo Fundo Arpt","BR","","","PFB","",2,-28.25,-52.33
"ap/PFN","PFN","Bay County Arpt","US","FL","","PFN","",2,30.21,-85.68
"ap/PFO","PFO","Paphos Intl Airport","CY","","","PFO","",2,34.75,32.41
"ap/PGA","PGA","Page Airport","US","AZ","","PGA","",2,36.92,-111.44
"ap/PGD","PGD","Charlotte County","US","FL","","PGD","",9,26.91,-81.98
"ap/PGF","PGF","Llabanere Arpt","FR","","","PGF","",2,42.74,2.86
"ap/PGL","PGL","Jackson Cnty","US","MS","","PGL","",9,30.36,-88.55
"ap/PGO","PGO","Stevens Field Arpt","US","CO","","PGO","",9,37.27,-107.05
"ap/PGV","PGV","Pitt Greenville Arpt","US","NC","","PGV","",2,35.63,-77.38
"ap/PGX","PGX","Perigueux Arpt","FR","","","PGX","",2,45.18,0.8
"ap/PHB","PHB","Santos Dumont Airport","BR","","","PHB","",2,-2.88,-41.73
"ap/PHC","PHC","Port Harcourt Arpt","NG","","","PHC","",2,5.01,6.95
"ap/PHE","PHE","Port Hedland  Arpt","AU","WA","","PHE","QHF",2,-20.37,118.62
"ap/PHF","PHF","Williamsburg Intl Arpt","US","VA","","PHF","",2,37.13,-76.5
"ap/PHG","PHG","Port Harcourt City Arpt","NG","","","PHC","",9,4.83,7.01
"ap/PHH","PHH","Phan Thiet Arpt","VN","","","PHH","",9,10.9,108.06
"ap/PHL","PHL","Philadelphia Intl Arpt","US","PA","","PHL","",2,39.87,-75.24
"ap/PHN","PHN","St Clair County Intl Arpt","US","MI","","PHN","",9,42.9,-82.53
"ap/PHS","PHS","Phitsanulok Arpt","TH","","","PHS","",2,16.78,100.27
"ap/PHT","PHT","Henry County Arpt","US","TN","","PHT","",9,36.48,-88.37
"ap/PHW","PHW","Phalaborwa Airport","ZA","","","PHW","",2,-23.93,31.15
"ap/PHX","PHX","Sky Harbor Intl Arpt","US","AZ","","PHX","",2,33.43,-112.01
"ap/PIA","PIA","Greater Peoria Arpt","US","IL","","PIA","",2,40.66,-89.68
"ap/PIB","PIB","Hattiesburg Laurel Regional Arpt","US","MS","","LUL","",2,31.46,-89.33
"ap/PID","PID","Paradise Island Arpt","BS","","","NAS","",2,25.08,-77.3
"ap/PIE","PIE","St Petersburg Clearwater Arpt","US","FL","","TPA","QHF",2,27.9,-82.69
"ap/PIH","PIH","Pocatello Municipal Arpt","US","ID","","PIH","",2,42.9,-112.58
"ap/PIK","PIK","Prestwick Arpt","GB","","GLA","GLA","",2,55.5,-4.59
"ap/PIR","PIR","Pierre Municipal","US","SD","","PIR","",2,44.37,-100.29
"ap/PIS","PIS","Biard Airport","FR","","","PIS","",2,46.59,0.3
"ap/PIT","PIT","Pittsburgh Intl Arpt","US","PA","","PIT","",2,40.49,-80.25
"ap/PIU","PIU","Piura Arpt","PE","","","PIU","",2,-5.2,-80.6
"ap/PIW","PIW","Pikwitonei Rail Station","CA","MB","","PIW","",6,55.58,-97.15
"ap/PIX","PIX","Pico Arpt","PT","","","PIX","",2,38.46,-28.33
"ap/PIZ","PIZ","Dew Station Arpt","US","AK","","PIZ","",3,69.72,-163.01
"ap/PJA","PJA","Pajala Arpt","SE","","","PJA","QHF",9,67.24,23.07
"ap/PJB","PJB","Payson Arpt","US","AZ","","PJB","",9,34.25,-111.33
"ap/PKB","PKB","Wood County","US","WV","","PKB","",2,39.34,-81.43
"ap/PKC","PKC","Petropavlovsk Kamchatskiy Arpt","RU","","","PKC","",2,53.01,158.65
"ap/PKD","PKD","Park Rapids Municipal Arpt","US","MN","","PKD","QHF",9,46.9,-95.07
"ap/PKE","PKE","Parkes Arpt","AU","NS","","PKE","QHF",2,-33.13,148.23
"ap/PKG","PKG","Pangkor Arpt","MY","","","PKG","",2,4.21,100.55
"ap/PKH","PKH","Alexion Arpt","GR","","","PKH","",9,37.3,23.15
"ap/PKJ","PKJ","Playa Grand Arpt","GT","","","PKJ","",9,15.63,-90.75
"ap/PKR","PKR","Pokhara Arpt","NP","","","PKR","",2,28.23,83.86
"ap/PKU","PKU","Simpang Tiga Arpt","ID","","","PKU","",2,0.45,101.43
"ap/PKV","PKV","Pskov Arpt","RU","","","PKV","",2,57.8,28.43
"ap/PKW","PKW","Selebi Phikwe Arpt","BW","","","PKW","",9,-22.03,27.8
"ap/PLB","PLB","Clinton Cty Municipal","US","NY","","PLB","",2,44.68,-73.52
"ap/PLH","PLH","Roborough Arpt","GB","","","PLH","",2,50.42,-4.11
"ap/PLJ","PLJ","Placencia Arpt","BZ","","","PLJ","",2,16.53,-88.35
"ap/PLK","PLK","M Graham Clark Arpt","US","MO","","PLK","",9,36.62,-93.22
"ap/PLM","PLM","Mahmud Badaruddin Li Arpt","ID","","","PLM","",2,-2.9,104.69
"ap/PLN","PLN","Emmet Cty Arpt","US","MI","","PLN","",2,45.57,-84.78
"ap/PLO","PLO","Port Lincoln Arpt","AU","SA","","PLO","QHF",2,-34.6,135.88
"ap/PLQ","PLQ","Palanga Intl Arpt","LT","","","PLQ","QHF",2,55.91,21.05
"ap/PLS","PLS","Providenciales Intl","TC","","","PLS","",2,21.76,-72.26
"ap/PLU","PLU","Pampulha Arpt","BR","","BHZ","BHZ","",2,-19.75,-43.75
"ap/PLV","PLV","Poltava Arpt","UA","","","PLV","QHF",2,49.58,34.53
